C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_03_770.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_03_770.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_03_770.jpg, 0, 0, 0, 7.784872E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_03_870.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_03_870.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_03_870.jpg, 0, 0, 0, 7.80308E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_03_970.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_03_970.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_03_970.jpg, 0, 0, 0, 7.815299E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_072.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_072.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_072.jpg, 0, 0, 0, 7.797357E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_172.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_172.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_172.jpg, 0, 0, 0, 7.97735E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_273.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_273.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_273.jpg, 0, 0, 0, 8.064884E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_374.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_374.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_374.jpg, 0, 0, 0, 7.807611E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_474.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_474.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_474.jpg, 0, 0, 0, 7.823736E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_577.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_577.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_577.jpg, 0, 0, 0, 7.801886E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_679.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_679.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_679.jpg, 0, 0, 0, 7.839273E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_779.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_779.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_779.jpg, 0, 0, 0, 7.944772E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_880.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_880.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_880.jpg, 0, 0, 0, 7.887137E-05
C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\center_2024_09_08_00_58_04_981.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\left_2024_09_08_00_58_04_981.jpg, C:\Users\avhea\Documents\GitHub\behavioural_cloning_Self_Driving_Car\Data\IMG\right_2024_09_08_00_58_04_981.jpg, 0, 0, 0, 7.8513E-05
